RBP	Gene Symbol	Chromesome	Strand	Exon Start	Exon End	Upstream Exon Start	Upstream Exon End	Downstream Exon Start	Downstream Exon End	ΔPSI	Upstream Motif Presence	Exon Motif Presence	Downstream Motif Presence	Upstream CLIP-seq Peak Presence	Exon CLIP-seq Peak Presence	Downstream CLIP-seq Peak Presence
SFPQ	CPSF1	chr8	-	145630557	145630688	145628261	145628385	145634398	145634556	0.541	×	×	×	×	×	×
DDX55	ZNHIT1	chr7	+	100861599	100865077	100861461	100861498	100865884	100866055	0.54	×	√	×	×	×	×
HNRNPC	SETD4	chr21	-	37429681	37429775	37429406	37429502	37431113	37431271	0.54	×	×	×	×	√	×
PUS1	BOD1L1	chr4	-	13625013	13627936	13621566	13621691	13628968	13629325	0.54	×	×	×	×	×	×
DDX6	CES1P1	chr16	+	55820187	55820399	55819868	55820016	55824456	55824588	0.538	×	×	×	×	×	×
PTBP1	SEC13	chr3	-	10360822	10361000	10359733	10359778	10362733	10362770	0.537	√	√	×	×	√	×
QKI	TCF12	chr15	+	57544618	57544690	57543366	57543621	57545459	57545666	0.537	√	×	×	√	×	×
HNRNPC	PPIP5K2	chr5	+	102518934	102519108	102515721	102515889	102520372	102520445	0.536	√	√	×	×	√	×
HNRNPK	CCDC130	chr19	+	13872304	13872382	13869889	13870086	13873112	13873251	0.536	√	×	√	×	×	×
NONO	AFMID	chr17	+	76201683	76201834	76201520	76201599	76202026	76202131	0.536	×	×	×	√	×	×
PPIG	NDRG2	chr14	-	21486785	21486822	21486362	21486559	21486921	21486973	0.536	√	×	×	√	×	×
IGF2BP2	SDR39U1	chr14	-	24911314	24911466	24909988	24910132	24911551	24911581	0.535	×	×	√	×	×	×
LSM11	ABCC6	chr16	-	16249648	16249711	16248729	16248888	16251519	16251666	0.535	×	×	×	×	×	×
PTBP1	ARHGEF11	chr1	-	156908209	156908305	156907040	156907288	156909339	156909702	0.535	√	×	√	√	×	×
PTBP1	CTNND1	chr11	+	57558965	57559145	57529268	57529518	57561481	57561553	0.535	√	×	×	√	×	×
U2AF1	MTSS1L	chr16	-	70713217	70713226	70712154	70712312	70713532	70713607	0.535	×	×	×	√	×	√
GPKOW	FCGR2B	chr1	+	161645046	161645103	161643749	161643863	161647117	161647155	0.533	×	×	×	×	×	×
SAFB2	PI4KAP2	chr22	-	21830932	21830993	21830280	21830449	21832078	21832204	0.533	√	×	√	×	×	×
TBRG4	MPC1	chr6	-	166782232	166782449	166780456	166780672	166783705	166783709	0.533	×	×	×	×	×	×
HNRNPK	ARFIP2	chr11	-	6499808	6499882	6499313	6499428	6499967	6500189	0.531	√	×	×	√	×	×
U2AF2	WIBG	chr12	-	56308059	56308150	56297170	56297264	56320859	56320895	0.531	√	×	√	×	√	√
U2AF2	EIF4A2	chr3	+	186506098	186506209	186505591	186505671	186506913	186507080	0.531	×	×	×	×	√	√
GPKOW	POLD4	chr11	-	67120211	67120273	67119018	67119490	67120458	67120548	0.53	×	×	√	×	×	×
TBRG4	NAALAD2	chr11	+	89903236	89903304	89902096	89902160	89906991	89907083	0.53	×	×	×	×	×	×
CPSF6	HNRNPLL	chr2	-	38805061	38805144	38804602	38804674	38809054	38809127	0.529	×	√	×	×	√	×
DDX55	RP11-597D13.9	chr4	+	159119939	159120022	159100812	159100887	159120239	159120638	0.529	×	×	×	×	×	×
EIF4G2	UGGT2	chr13	-	96513041	96513137	96511844	96511929	96515882	96515968	0.529	×	×	×	×	×	×
QKI	SEC31A	chr4	-	83782783	83782861	83778841	83778917	83784470	83784545	0.528	×	×	×	√	×	√
HNRNPU	RPS24	chr10	+	79799958	79799983	79796951	79797062	79800372	79800471	0.527	×	×	×	√	√	×
DDX55	DUSP13	chr10	-	76861624	76861719	76857469	76857643	76868766	76868943	0.526	×	×	×	×	×	×
DDX55	APEH	chr3	+	49711921	49712054	49711644	49711846	49713126	49713220	0.526	×	×	×	×	×	×
HNRNPM	SNHG14	chr15	+	25333754	25333888	25332613	25332746	25334760	25335013	0.526	×	√	×	√	√	×
FXR1	ZNF195	chr11	-	3394806	3394886	3392806	3392933	3398846	3399032	0.525	×	×	×	×	×	×
PTBP1	ATP11A	chr13	+	113532530	113532617	113530089	113530255	113536189	113541482	0.525	√	√	×	√	×	×
SFPQ	OSBPL8	chr12	-	76853638	76853675	76844672	76844768	76881289	76881398	0.525	√	×	×	×	×	×
SFPQ	TRAF3IP1	chr2	+	239247002	239247098	239242600	239242676	239256095	239256116	0.525	×	×	×	×	×	×
DDX55	LAIR2	chr19	+	55020244	55020295	55019105	55019399	55021735	55021897	0.524	×	×	×	×	×	×
FXR1	CAPN7	chr3	+	15282959	15283095	15282260	15282360	15283684	15283760	0.524	×	×	×	×	×	×
LSM11	ATF7IP2	chr16	+	10551228	10551386	10534220	10534319	10565966	10566040	0.524	√	√	×	×	×	×
SAFB2	UGGT2	chr13	-	96513041	96513137	96511844	96511929	96515882	96515968	0.523	×	×	√	×	×	×
SFPQ	RNPEPL1	chr2	+	241513191	241513308	241512526	241512678	241513529	241513765	0.523	×	×	×	×	×	×
DDX6	F7	chr13	+	113765003	113765164	113760104	113760219	113768160	113768274	0.522	×	√	×	×	×	×
FXR1	TMEM62	chr15	+	43438690	43438832	43427709	43427847	43440952	43441077	0.522	×	×	×	×	×	×
FXR1	PQLC3	chr2	+	11315093	11315135	11312050	11312171	11317862	11319000	0.522	×	×	×	×	×	×
PUS1	ANKRD28	chr3	-	15837911	15837998	15836729	15836813	15855746	15855816	0.522	×	×	×	×	×	×
LARP4	AC022816.2	chr17	+	14285108	14285253	14277455	14277545	14285334	14285429	0.52	×	×	×	×	×	×
PTBP1	SUPT20H	chr13	-	37584688	37584792	37583630	37583946	37586328	37586434	0.52	×	×	×	√	×	×
HNRNPK	SLCO4A1	chr20	+	61299506	61299536	61299092	61299262	61299828	61299919	0.519	√	×	×	√	×	×
LARP4	VAX2	chr2	+	71151405	71151468	71148227	71148415	71159896	71160576	0.519	×	√	×	×	×	×
DDX55	GRB10	chr7	-	50799968	50800065	50771517	50771605	50823583	50823753	0.518	×	×	×	×	×	×
DKC1	CRTC1	chr19	+	18882251	18882356	18879294	18879603	18885709	18885796	0.518	×	×	×	√	×	√
PUS1	NSUN3	chr3	+	93782655	93782968	93781904	93781982	93783280	93783390	0.518	×	×	×	×	×	×
PUS1	NSUN3	chr3	+	93782655	93782823	93781854	93781982	93783280	93783362	0.517	×	×	×	×	×	×
SFPQ	EPB41L1	chr20	+	34802278	34802362	34800193	34800298	34809785	34809856	0.517	×	×	×	×	×	×
U2AF1	INO80E	chr16	+	30012785	30012851	30012314	30012361	30016541	30016898	0.517	√	×	×	√	√	√
DDX6	CES1P1	chr16	+	55820232	55820399	55819868	55820016	55824456	55824588	0.516	×	×	×	×	×	×
DDX6	FOSL1	chr11	-	65661484	65661587	65660115	65660767	65664279	65664477	0.516	×	×	×	×	×	×
PTBP1	GOLGA2	chr9	-	131035063	131035144	131030698	131030803	131036128	131036251	0.516	√	×	×	√	×	×
U2AF1	TSC2	chr16	+	2127598	2127723	2126491	2126586	2129035	2129197	0.516	×	×	×	√	×	√
PTBP1	CCDC64	chr12	+	120512246	120512390	120510314	120510533	120518690	120518821	0.515	√	×	√	√	×	×
DDX6	ALDOA	chr16	+	30076056	30076105	30075781	30075826	30077196	30077370	0.514	×	×	×	×	×	×
QKI	ANGPTL1	chr1	-	178838248	178838358	178834088	178834937	178839875	178840187	0.514	√	√	×	×	×	×
TBRG4	FASTKD3	chr5	-	7866758	7868309	7866010	7866096	7869091	7869115	0.514	√	√	×	×	×	×
LARP4	FAM13B	chr5	-	137354643	137354835	137354074	137354203	137356719	137356886	0.513	×	×	×	×	×	×
SFPQ	PUM2	chr2	-	20478343	20478441	20462953	20463221	20482707	20482992	0.513	×	×	×	×	×	×
SUPV3L1	KIAA1217	chr10	+	24783428	24783533	24762156	24762989	24784075	24784125	0.513	×	×	×	×	×	×
FXR1	CCDC18	chr1	+	93671066	93671188	93667448	93667545	93672663	93672955	0.512	×	×	×	×	×	×
FXR1	VPRBP	chr3	-	51530749	51530796	51517734	51517852	51533888	51534010	0.512	×	×	×	×	×	×
HNRNPK	FAM114A1	chr4	+	38870018	38870167	38869436	38869455	38879691	38880047	0.512	×	√	√	√	√	×
HNRNPK	SLCO4A1	chr20	+	61299509	61299536	61299221	61299262	61299828	61299956	0.512	√	×	×	√	×	×
SFPQ	SMARCAL1	chr2	+	217303142	217303208	217300060	217300219	217311740	217311881	0.512	×	×	×	×	×	×
U2AF2	MTSS1L	chr16	-	70713217	70713226	70712154	70712312	70713532	70713607	0.511	×	×	×	√	×	√
NOL12	OSER1-AS1	chr20	+	42843527	42843643	42839631	42839717	42853460	42854667	0.51	√	×	×	×	×	×
U2AF1	IVNS1ABP	chr1	-	185275616	185275757	185274667	185274775	185276145	185276271	0.51	√	×	×	×	√	√
EIF4G2	MPP1	chrX	-	154032971	154033102	154013325	154013432	154033546	154033731	0.508	×	×	×	×	×	×
EIF4G2	IFT122	chr3	+	129180070	129180147	129170756	129170841	129182402	129182469	0.508	×	×	×	×	×	×
HNRNPK	SMARCD1	chr12	+	50493582	50493683	50493269	50493348	50493836	50494101	0.508	×	√	√	√	√	√
NCBP2	KRBOX4	chrX	+	46330576	46330620	46322632	46322743	46332184	46334073	0.508	×	×	×	×	×	×
HNRNPM	MAPK9	chr5	-	179713974	179714067	179707439	179707608	179718847	179719053	0.507	×	×	√	×	√	×
SRSF1	SUGP2	chr19	-	19104446	19104580	19101696	19101958	19105174	19106089	0.507	×	×	×	√	√	√
PTBP1	ZNF655	chr7	+	99159510	99159596	99158155	99158318	99169310	99169415	0.506	√	×	√	√	×	×
SUPV3L1	SRCRB4D	chr7	-	76030324	76030360	76028036	76028114	76033623	76033822	0.506	×	×	×	×	×	×
DDX55	EXOC7	chr17	-	74087223	74087353	74086409	74086478	74090494	74090662	0.505	×	×	×	×	×	×
HNRNPM	GMPR2	chr14	+	24703318	24703447	24702684	24702804	24704942	24705026	0.505	×	×	√	×	×	√
LARP4	ATAD2	chr8	-	124424319	124424417	124392768	124392917	124428487	124428590	0.505	×	×	×	×	×	×
PTBP1	SEC13	chr3	-	10360822	10360856	10359733	10359778	10362733	10362766	0.505	√	×	×	√	×	×
U2AF1	ARHGEF11	chr1	-	156908209	156908305	156907040	156907288	156909339	156909702	0.505	√	×	√	√	√	√
DDX55	PARP3	chr3	+	51976945	51977062	51976360	51976724	51977364	51977554	0.504	×	×	×	×	×	×
HNRNPK	C17orf85	chr17	-	3727353	3727386	3725246	3725346	3728235	3728315	0.504	×	×	√	×	√	×
HNRNPK	FAM114A1	chr4	+	38870018	38870167	38869436	38869455	38879691	38880047	0.504	×	√	√	×	√	×
IGF2BP2	SDR39U1	chr14	-	24911383	24911466	24909991	24910132	24911551	24911982	0.504	×	×	√	×	×	×
LSM11	CCDC92	chr12	-	124428818	124428911	124427893	124428040	124457075	124457371	0.504	×	√	×	×	×	×
SUPV3L1	BIRC6	chr2	+	32660563	32660653	32658711	32658872	32661120	32661252	0.504	×	×	√	×	×	×
FXR1	FHL2	chr2	-	106013103	106013154	106002817	106002997	106015298	106015681	0.503	×	×	×	×	×	×
HLTF	CENPE	chr4	-	104060945	104061236	104059507	104059606	104061412	104061571	0.503	√	√	√	×	√	×
HNRNPK	MAZ	chr16	+	29820860	29821085	29819917	29820062	29821397	29822485	0.503	√	×	×	√	√	×
SFPQ	CTNND1	chr11	+	57558965	57559145	57529268	57529518	57561481	57561553	0.503	×	×	×	×	×	×
HNRNPA1	VWDE	chr7	-	12393440	12393649	12391198	12391339	12395736	12395956	0.502	×	√	√	×	√	√
NOL12	CSAD	chr12	-	53565109	53565225	53564206	53564286	53565665	53565772	0.502	×	×	×	×	×	×
SFPQ	PCGF5	chr10	+	93031394	93031454	93024164	93024277	93038025	93044088	0.502	×	×	×	×	×	×
SFPQ	NAP1L1	chr12	-	76467982	76468019	76461150	76461253	76478346	76478813	0.502	×	×	×	×	×	×
HNRNPK	B4GALNT4	chr11	+	381083	381285	380824	380951	381668	382116	0.501	×	√	×	×	√	×
DDX6	CES1P1	chr16	+	55820184	55820399	55819868	55820016	55824456	55824588	0.5	×	×	×	×	×	×
EIF3D	ATP2A1	chr16	+	28915020	28915062	28914643	28914761	28915500	28915785	0.5	×	×	×	×	×	√
FXR1	PPP1R13L	chr19	-	45905256	45905382	45901521	45901597	45908256	45908321	0.5	×	×	×	×	×	×
LARP7	C7orf50	chr7	-	1112040	1112117	1049585	1049779	1166892	1167022	0.5	×	×	×	×	×	×
SRSF1	C1orf63	chr1	-	25570944	25570989	25570040	25570124	25571640	25571831	0.5	×	×	×	×	√	√
AGGF1	C9orf3	chr9	+	97844856	97845001	97842975	97843062	97848963	97849334	0.499	×	×	×	√	√	√
TBRG4	PIGN	chr18	-	59829485	59829562	59828365	59828618	59830763	59830889	0.499	×	×	×	×	×	×
SUPV3L1	BIRC6	chr2	+	32660521	32660653	32658711	32658872	32661120	32661252	0.498	×	×	√	×	×	×
LSM11	SLMAP	chr3	+	57857362	57857425	57850274	57850443	57875767	57875827	0.497	×	×	×	×	×	×
PUS1	NCOA3	chr20	+	46257176	46257298	46256665	46256767	46262239	46262380	0.497	×	×	×	×	×	×
SUPV3L1	SLC30A6	chr2	+	32402545	32402665	32400387	32400430	32409341	32409407	0.497	×	×	×	×	×	×
DDX6	DLG4	chr17	-	7095211	7095321	7094585	7094677	7096263	7096436	0.496	×	×	×	×	×	×
HNRNPK	CSNK1E	chr22	-	38691392	38691453	38690347	38690540	38694790	38694939	0.496	×	×	√	×	√	×
SFPQ	PHKB	chr16	+	47497809	47497904	47495033	47495337	47531309	47531399	0.496	×	×	×	×	×	×
HNRNPK	WNK1	chr12	+	977031	978270	971248	971436	987377	987527	0.495	×	√	√	×	√	×
SFPQ	ADNP	chr20	-	49535197	49535318	49521302	49521386	49545187	49545353	0.495	×	×	×	×	×	×
SFPQ	GNB1	chr1	-	1779316	1779475	1770628	1770677	1784590	1784736	0.495	×	×	×	×	×	×
HNRNPM	PEG3	chr19	-	57345786	57345830	57344657	57344788	57347385	57347472	0.494	√	×	×	√	×	×
LSM11	NDUFAF6	chr8	+	96046235	96046350	96044222	96044326	96047681	96047804	0.494	×	√	×	×	×	×
QKI	PHKB	chr16	+	47497792	47497904	47495205	47495337	47531309	47531399	0.494	√	×	×	√	×	×
SRSF1	DMTF1	chr7	+	86792554	86792648	86781741	86781871	86792810	86792880	0.494	×	×	×	×	√	√
FXR1	RNMT	chr18	+	13730625	13730754	13726702	13726728	13731474	13731933	0.493	×	×	×	×	×	×
HNRNPK	ITIH3	chr3	+	52839585	52839831	52838018	52838750	52840118	52840154	0.493	×	√	√	√	√	√
HNRNPK	SNHG17	chr20	-	37056322	37056409	37055061	37055146	37059683	37059755	0.493	×	×	√	√	×	×
IGF2BP2	ZNF655	chr7	+	99161485	99161556	99158155	99158318	99169310	99169340	0.493	×	√	√	×	×	×
PTBP1	TRIM4	chr7	-	99515394	99515508	99507187	99507283	99516631	99516728	0.493	√	√	×	√	×	×
QKI	NAV2	chr11	+	20104137	20104146	20101609	20101755	20104552	20104725	0.493	×	×	√	×	×	√
QKI	MARK2	chr11	+	63671457	63671619	63670532	63670630	63672257	63672515	0.492	×	×	×	√	√	×
SUB1	ZNF76	chr6	+	35261527	35261705	35260657	35260821	35262232	35262346	0.492	×	×	×	×	×	×
SUPV3L1	DUSP13	chr10	-	76861624	76861719	76857469	76857643	76868766	76868943	0.492	×	×	×	×	×	×
DDX55	FAM107B	chr10	-	14595320	14595386	14572330	14572514	14646238	14646417	0.491	×	×	×	×	×	×
FXR1	MAP3K8	chr10	+	30726104	30726335	30722865	30723307	30727844	30728410	0.491	×	×	×	×	×	×
HNRNPK	KIAA0195	chr17	+	73488319	73488418	73487779	73487981	73488554	73488823	0.491	√	×	×	√	×	×
HNRNPM	AC003002.6	chr19	+	57904168	57904316	57901251	57901482	57905555	57905591	0.491	×	×	×	×	√	×
SFPQ	STX2	chr12	-	131280539	131280665	131275378	131276522	131283069	131283180	0.491	×	×	×	×	×	×
SRSF1	SUGP2	chr19	-	19104446	19104608	19101696	19101958	19105174	19106089	0.491	×	×	×	√	√	√
NCBP2	ESYT2	chr7	-	158545471	158545534	158542339	158542414	158552176	158552272	0.49	×	×	×	×	×	×
PTBP1	TCF20	chr22	-	42564614	42564742	42556018	42557364	42565852	42565902	0.49	√	×	×	√	×	×
RBFOX2	RNPEPL1	chr2	+	241513191	241513308	241512526	241512678	241513529	241513765	0.49	√	×	×	√	×	√
SUPV3L1	SEC31A	chr4	-	83752089	83752128	83750152	83750211	83763292	83763634	0.489	×	×	×	×	×	×
U2AF2	GANAB	chr11	-	62401781	62401847	62400916	62400986	62402292	62402472	0.489	√	×	×	√	×	√
FXR1	KIF13A	chr6	-	17771344	17771449	17764385	17765177	17772138	17772290	0.488	×	×	×	×	×	×
XRN2	PRMT3	chr11	+	20409564	20409666	20409075	20409320	20411289	20411372	0.488	√	√	√	√	×	×
FXR1	AHI1	chr6	-	135816951	135817036	135813365	135813429	135818325	135818386	0.487	×	×	×	×	×	×
SUPV3L1	ANKRD10	chr13	-	111552876	111553041	111545543	111545610	111558379	111558471	0.487	×	×	×	×	×	×
PUS1	TCFL5	chr20	-	61484074	61484240	61472466	61473449	61485367	61485509	0.486	×	×	×	×	×	×
SUPV3L1	RALGPS2	chr1	+	178861364	178861442	178858776	178858831	178863053	178863159	0.486	×	×	×	×	×	×
SUPV3L1	ANKRD10	chr13	-	111552876	111553008	111545303	111545610	111558379	111558471	0.486	×	×	×	×	×	×
SUPV3L1	KIF23	chr15	+	69717620	69717662	69715497	69715668	69718408	69718521	0.486	×	×	×	×	×	×
DHX30	OCIAD1	chr4	+	48833243	48833369	48833060	48833158	48834636	48834699	0.484	×	×	×	√	×	×
PUS1	KIAA1009	chr6	-	84902279	84902364	84896049	84896341	84903326	84903408	0.484	×	×	×	×	×	×
RBFOX2	6-Sep	chrX	-	118759297	118759342	118752675	118752749	118763280	118763471	0.484	×	√	×	√	√	×
U2AF2	DGKD	chr2	+	234372465	234372514	234371288	234371381	234372809	234372929	0.484	√	×	×	×	√	√
U2AF2	EPB41L2	chr6	-	131201593	131201629	131199243	131199390	131206235	131206408	0.484	×	×	×	√	×	√
QKI	DOCK6	chr19	-	11339960	11340066	11339615	11339711	11343878	11344042	0.483	√	×	√	√	√	√
SFPQ	VSIG10	chr12	-	118540793	118540975	118533337	118533619	118541397	118541667	0.483	×	×	×	×	×	×
TBRG4	SLC25A19	chr17	-	73284468	73284542	73282713	73282883	73285434	73285492	0.483	×	×	×	×	×	×
GPKOW	SLC25A1	chr22	-	19165454	19165554	19164632	19164717	19165645	19165753	0.482	×	×	×	×	×	×
IGF2BP2	SDR39U1	chr14	-	24911303	24911466	24909988	24910132	24911551	24911900	0.482	×	×	√	×	×	×
SFPQ	CTNND1	chr11	+	57558856	57559145	57529289	57529518	57561481	57561553	0.482	×	×	×	×	×	×
U2AF2	TOP3B	chr22	-	22330352	22330559	22330011	22330179	22336810	22336846	0.482	×	×	√	√	√	√
U2AF2	MAX	chr14	-	65568263	65568290	65560425	65560533	65569021	65569188	0.482	×	×	×	×	√	√
DDX55	TMC6	chr17	-	76113882	76113992	76113535	76113725	76115051	76115127	0.481	×	×	×	×	×	×
SFPQ	ZFAND6	chr15	+	80390757	80390920	80364905	80364989	80412669	80412840	0.481	×	×	×	×	×	×
SFPQ	KIAA1191	chr5	-	175782573	175782752	175775252	175775359	175786483	175786570	0.481	×	×	×	×	×	×
DDX6	MIR4435-1HG	chr2	-	111966332	111966554	111965352	111966238	112101637	112101814	0.48	√	√	×	×	×	×
IGF2BP2	AKT2	chr19	-	40771165	40771258	40762933	40762961	40791087	40791249	0.48	×	√	×	×	×	×
HNRNPM	KLC1	chr14	+	104151322	104151373	104145720	104145855	104153417	104153548	0.479	√	×	√	√	×	√
QKI	FAM208B	chr10	+	5762222	5762360	5759621	5759713	5762506	5762631	0.479	×	√	×	×	√	×
SFPQ	ZNF783	chr7	+	148975226	148975339	148964187	148964313	148975489	148975618	0.479	×	√	×	×	×	×
SUPV3L1	SORBS1	chr10	-	97110972	97111133	97106162	97106209	97114638	97114724	0.479	×	×	×	×	×	×
U2AF1	PTK2	chr8	-	141679825	141679834	141678367	141678523	141684396	141684503	0.479	×	×	×	×	√	√
DDX55	KHK	chr2	+	27317667	27317802	27315199	27315316	27319596	27319669	0.478	×	×	×	×	×	×
HNRNPC	COPS7B	chr2	+	232655660	232655883	232653264	232653442	232656442	232656496	0.478	√	√	×	×	×	√
HNRNPC	ASB16-AS1	chr17	-	42260297	42260461	42258990	42259088	42263932	42264039	0.478	√	×	×	×	×	√
SFPQ	GLYCTK	chr3	+	52325821	52325938	52324975	52325127	52326275	52327492	0.478	×	×	×	×	×	×
U2AF2	FIP1L1	chr4	+	54257596	54257665	54257175	54257306	54265896	54266006	0.478	×	×	×	√	√	√
CPSF6	GABRE	chrX	-	151125658	151125821	151124179	151124332	151128310	151128448	0.477	×	√	×	×	×	√
HNRNPK	SREBF2	chr22	+	42295240	42295557	42294652	42294785	42296023	42296126	0.477	×	×	√	×	√	×
SFPQ	STRADA	chr17	-	61803997	61804055	61791365	61791468	61805693	61805773	0.477	×	×	×	×	×	×
SUPV3L1	GPER1	chr7	+	1127854	1127957	1126442	1126880	1131042	1133451	0.477	×	×	×	×	×	×
DHX30	OCIAD1	chr4	+	48833243	48833450	48833079	48833158	48834636	48834680	0.476	×	×	×	√	×	×
HNRNPC	COPS7B	chr2	+	232655656	232655883	232653264	232653442	232656442	232656518	0.476	√	√	×	×	×	√
SFPQ	GLYCTK	chr3	+	52325760	52325938	52324975	52325127	52326275	52327491	0.476	×	×	×	×	×	×
SUPV3L1	APEH	chr3	+	49711921	49712054	49711799	49711846	49713126	49713220	0.476	×	×	×	×	×	×
TBRG4	BAZ2B	chr2	-	160287373	160287667	160285710	160285771	160289267	160289874	0.476	×	×	×	×	×	×
QKI	PICALM	chr11	-	85701292	85701442	85694908	85695016	85707868	85707972	0.475	×	×	√	√	×	×
SFPQ	TOP3B	chr22	-	22330352	22330559	22330011	22330179	22336810	22336846	0.475	×	×	×	×	×	×
DDX6	MTMR14	chr3	+	9739394	9739550	9730627	9730766	9743473	9743900	0.474	×	×	×	×	×	×
HNRNPK	FANCA	chr16	-	89806113	89806208	89805885	89805961	89806401	89806507	0.474	×	√	√	×	√	√
HNRNPM	SNHG14	chr15	+	25333725	25333888	25332613	25332746	25334760	25335013	0.474	×	√	×	√	√	×
HNRNPM	SNHG14	chr15	+	25333758	25333888	25332613	25332746	25334760	25335013	0.474	×	√	×	√	√	×
SFPQ	KIAA0141	chr5	+	141318420	141318469	141318134	141318325	141319070	141319711	0.474	×	×	×	×	×	×
SUPV3L1	GPER1	chr7	+	1127843	1127957	1126442	1126880	1131042	1131585	0.474	×	×	×	×	×	×
GPKOW	MMS22L	chr6	-	97717982	97718159	97717777	97717868	97720579	97720757	0.473	×	×	×	×	×	×
SFPQ	H2AFY	chr5	-	134686512	134686565	134681379	134681747	134696186	134696297	0.473	×	×	×	×	×	×
U2AF1	PEG3	chr19	-	57345317	57345352	57344657	57344788	57347385	57347472	0.473	×	×	×	×	√	√
U2AF2	EIF4A2	chr3	+	186506098	186506205	186505591	186505671	186506913	186507670	0.473	×	×	×	×	√	√
DDX55	LAIR2	chr19	+	55020244	55020474	55019105	55019399	55021735	55021897	0.472	×	×	×	×	×	×
EIF4G2	CTA-714B7.5	chr22	-	35590849	35591012	35568331	35568453	35626990	35627049	0.472	×	×	×	×	×	×
FXR1	SSBP3	chr1	-	54723741	54723822	54717466	54717533	54747110	54747200	0.472	×	×	×	×	×	×
HNRNPC	ARIH2	chr3	+	48962150	48962404	48960180	48960244	48964894	48965246	0.472	√	×	√	√	√	√
SFPQ	SORBS2	chr4	-	186605907	186605996	186599949	186599976	186611715	186611765	0.472	×	×	×	×	×	×
DDX6	MIR4435-1HG	chr2	-	111966332	111966513	111965352	111966238	112101637	112101814	0.471	×	√	×	×	×	×
HNRNPK	INO80E	chr16	+	30012532	30012851	30012249	30012361	30016541	30016644	0.471	×	√	√	×	√	√
QKI	WNK1	chr12	+	989886	990165	987377	987527	990857	990955	0.47	×	×	√	×	√	×
AGGF1	F7	chr13	+	113768065	113768090	113760104	113760219	113768160	113768274	0.469	√	×	×	√	×	×
